,Target,Student Price,Worker Price,Guest Price,Student Tax,Worker Tax,Guest Tax,Week,Year,x0_Friday,x0_Monday,x0_Thursday,x0_Tuesday,x0_Wednesday,x0_April,x0_August,x0_December,x0_February,x0_January,x0_July,x0_June,x0_March,x0_May,x0_November,x0_October,x0_September,temp,dew_point,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,wind_gust,rain_1h,snow_1h,is_holiday,is_leacture_free
2022-11-17,149.0,1.182089552238806,1.4546153846153846,1.26,0.0010447761194029,0.07,0.07,0.8679245283018868,0.986341463414634,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5173411666543022,-0.2838558347822638,-0.3528597378829746,-0.086072770687017,-0.8228041571737146,-1.9194251756686689,1.1176750704599894,-1.0302411931717816,-0.5149759748674954,-0.6650918492765532,1.2936141598566997,-0.1905825430599761,0.0,0.0
2022-11-18,102.0,1.253932584269663,1.26,1.26,0.0,0.07,0.07,0.8679245283018868,0.986341463414634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7852398440884317,-0.5668999071208051,-0.5690194367179643,-1.0880514837823951,-0.8865284782807582,-1.470547214022495,1.2200074338407023,-1.2337479610197164,0.8361128549524282,-1.1187872024244607,1.2231196691516808,4.217543139355128,0.0,0.0
2022-11-19,0.0,1.253932584269663,1.26,1.26,0.0,0.07,0.07,0.8679245283018868,0.986341463414634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.688023266002713,-1.5600545496373124,-1.5976823879702402,-1.8257542579869208,-1.7911862511396828,-0.3340264175141256,1.3954343424933533,-0.6154328847943668,-1.1696511687218858,-0.9385243165755152,-0.607831832673266,3.752305600313957,0.0,0.0
2022-11-20,0.0,1.253932584269663,1.26,1.26,0.0,0.07,0.07,0.8679245283018868,0.986341463414634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.5162756290403214,-1.4293008568561862,-1.3598572547897756,-1.838724856214693,-1.45549563102222,-0.5107124236939946,1.073818343296827,-0.4586947530357093,0.709351660392664,0.5116804729508316,0.2400073122925003,0.6119522117860454,0.0,0.0
2022-11-21,142.0,1.153125,1.33875,1.26,0.0021875,0.07,0.07,0.8867924528301887,0.986341463414634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.056996078236098,-0.8676133974027418,-1.2349594883004509,-0.8172902457776571,-1.2017362808995282,-1.3416141824858312,1.2931019791126404,1.4912624345424288,0.4048156198039629,1.5973086394118956,0.9335206803094416,1.8797245056732392,0.0,0.0
2022-11-22,164.0,1.278832116788321,1.344,1.26,0.0010218978102189,0.07,0.07,0.8867924528301887,0.986341463414634,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1146291270458044,-0.9466923773305416,-1.2241267711277135,-0.8967351599227599,-1.2540812589517427,-1.694986194845582,1.2297533732102952,0.3696578465275186,-0.5505309440732826,-0.0331590359633964,-0.4382640036801127,-0.1905825430599761,0.0,0.0
2022-11-23,164.0,1.1917241379310344,1.26,1.26,0.0019310344827586,0.07,0.07,0.8867924528301887,0.986341463414634,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9135755741552004,-0.7601299946678234,-0.927686250505724,-0.6908269130568812,-0.949114865082319,-1.2174564484134964,1.0202156767640729,-0.1275222488359649,-0.7213493830836964,-0.2134219218123419,-0.5030427248685083,-0.1905825430599761,0.0,0.0
2022-11-24,137.0,1.171875,1.26,1.26,0.0,0.07,0.07,0.8867924528301887,0.986341463414634,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.692543332016876,-0.4698181240053949,-0.7940332742466526,-0.4476281962861583,-0.8660456607820656,-0.2767228479422748,1.1907696157319272,0.8101678378008426,1.0880893758456172,0.420536317184511,0.1942811561595151,-0.1905825430599761,0.0,0.0
2022-11-25,125.0,1.2349514563106796,1.4280000000000002,1.26,0.0,0.07,0.07,0.8867924528301887,0.986341463414634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8796060448867422,-0.696253381876228,-0.8396395081884972,-0.6908269130568812,-0.9878046314687384,0.4586729615631393,1.1371669491991734,-0.2619294102096526,0.3020153827524466,-0.4848289634276079,-0.4420745166911948,-0.1905825430599761,0.0,0.0
2022-11-26,0.0,1.2349514563106796,1.4280000000000002,1.26,0.0,0.07,0.07,0.8867924528301887,0.986341463414634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7394097673126812,-0.51635870409781,-0.7520379460290539,-0.7281173829617252,-0.9297699818891092,1.6668232200363229,1.2248804035254988,-0.0891803940240353,1.2419032643663062,-0.7562360050428739,-0.5602004200347398,-0.1905825430599761,0.0,0.0
2022-11-27,0.0,1.2349514563106796,1.4280000000000002,1.26,0.0,0.07,0.07,0.8867924528301887,0.986341463414634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.276070754280986,-1.1721941565175726,-1.1575476053080576,-1.1788456713767983,-1.2119776896488743,1.289574720354989,1.0348345858184602,-0.5960512878564683,-0.7947781238347794,0.2402734313355655,-0.607831832673266,0.1001909188407563,0.0,0.0
2022-11-28,152.0,1.239344262295082,1.323,1.26,0.0,0.07,0.07,0.9056603773584906,0.986341463414634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1532046941811724,-1.010702344219823,-1.2027086590921183,-0.8659299891318015,-1.2654606020065715,0.1005256517390718,1.1420399188839698,0.1623590271047781,-0.8102368060981648,0.0579851198029241,-0.607831832673266,1.5773201052964774,0.0,0.0
