,Target,Student Price,Worker Price,Guest Price,Student Tax,Worker Tax,Guest Tax,Week,Year,x0_Friday,x0_Monday,x0_Thursday,x0_Tuesday,x0_Wednesday,x0_April,x0_August,x0_December,x0_February,x0_January,x0_July,x0_June,x0_March,x0_May,x0_November,x0_October,x0_September
2022-04-22,75.0,1.0822580645161293,1.17,1.5599999999999998,0.0022580645161290325,0.07,0.07,0.3018867924528302,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-23,0.0,1.0822580645161293,1.17,1.5599999999999998,0.0022580645161290325,0.07,0.07,0.3018867924528302,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-24,0.0,1.0822580645161293,1.17,1.5599999999999998,0.0022580645161290325,0.07,0.07,0.3018867924528302,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-25,159.0,1.1542253521126762,1.17,1.17,0.0009859154929577466,0.07,0.07,0.32075471698113206,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-26,164.0,1.1,1.0864285714285713,1.17,0.0018666666666666669,0.07,0.07,0.32075471698113206,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-27,167.0,1.1,1.2535714285714283,1.17,0.0027814569536423845,0.07,0.07,0.32075471698113206,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-28,159.0,1.1,1.105,1.755,0.0010071942446043167,0.07,0.07,0.32075471698113206,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29,112.0,1.1112244897959185,1.2999999999999998,1.17,0.0,0.07,0.07,0.32075471698113206,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-30,0.0,1.1112244897959185,1.2999999999999998,1.17,0.0,0.07,0.07,0.32075471698113206,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,1.1112244897959185,1.2999999999999998,1.17,0.0,0.07,0.07,0.32075471698113206,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-02,162.0,1.1,1.002857142857143,1.17,0.0009395973154362417,0.07,0.07,0.33962264150943394,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-03,192.0,1.1,1.17,1.17,0.0015819209039548024,0.07,0.07,0.33962264150943394,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-04,198.0,1.1125714285714288,1.3156249999999998,1.17,0.0016,0.07,0.07,0.33962264150943394,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-05,199.0,1.1131736526946108,1.2133333333333332,1.17,0.0008383233532934133,0.07,0.07,0.33962264150943394,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-06,124.0,1.1196428571428572,0.9359999999999999,1.17,0.0,0.07,0.07,0.33962264150943394,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-07,0.0,1.1196428571428572,0.9359999999999999,1.17,0.0,0.07,0.07,0.33962264150943394,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-08,0.0,1.1196428571428572,0.9359999999999999,1.17,0.0,0.07,0.07,0.33962264150943394,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-09,157.0,1.1390070921985818,1.17,0.9359999999999999,0.0,0.07,0.07,0.3584905660377358,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-10,150.0,1.0518248175182483,1.2388235294117647,0.9359999999999999,0.0030656934306569346,0.07,0.07,0.3584905660377358,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-11,169.0,1.05875,1.1699999999999997,0.9359999999999999,0.0008750000000000001,0.07,0.07,0.3584905660377358,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-12,143.0,1.10859375,1.287,1.17,0.0021875,0.07,0.07,0.3584905660377358,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-13,89.0,1.0864197530864197,1.17,1.17,0.0017283950617283952,0.07,0.07,0.3584905660377358,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-14,0.0,1.0864197530864197,1.17,1.17,0.0017283950617283952,0.07,0.07,0.3584905660377358,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-15,0.0,1.0864197530864197,1.17,1.17,0.0017283950617283952,0.07,0.07,0.3584905660377358,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-16,182.0,1.1066265060240965,1.002857142857143,1.17,0.0008433734939759037,0.07,0.07,0.37735849056603776,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-17,145.0,1.1183333333333334,1.223181818181818,1.17,0.0,0.07,0.07,0.37735849056603776,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-18,174.0,1.0791139240506329,1.17,1.17,0.0026582278481012663,0.07,0.07,0.37735849056603776,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-19,122.0,1.1107843137254902,1.2535714285714283,1.5599999999999998,0.0013725490196078432,0.07,0.07,0.37735849056603776,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-20,72.0,1.1611111111111112,1.17,1.17,0.0,0.07,0.07,0.37735849056603776,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-21,0.0,1.1611111111111112,1.17,1.17,0.0,0.07,0.07,0.37735849056603776,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-22,0.0,1.1611111111111112,1.17,1.17,0.0,0.07,0.07,0.37735849056603776,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-23,154.0,1.1156028368794326,1.17,1.17,0.0009929078014184398,0.07,0.07,0.39622641509433965,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-24,169.0,1.065625,1.17,1.17,0.0,0.07,0.07,0.39622641509433965,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-25,158.0,1.1166666666666667,1.2349999999999999,1.4625,0.0010606060606060607,0.07,0.07,0.39622641509433965,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-26,0.0,1.1166666666666667,1.2349999999999999,1.4625,0.0010606060606060607,0.07,0.07,0.39622641509433965,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-27,124.0,1.1444444444444446,1.2674999999999998,1.8699999999999999,0.0014141414141414144,0.07,0.07,0.39622641509433965,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-28,0.0,1.1444444444444446,1.2674999999999998,1.8699999999999999,0.0014141414141414144,0.07,0.07,0.39622641509433965,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-29,0.0,1.1444444444444446,1.2674999999999998,1.8699999999999999,0.0014141414141414144,0.07,0.07,0.39622641509433965,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-30,153.0,1.0767605633802817,1.17,1.17,0.0019718309859154933,0.07,0.07,0.41509433962264153,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-05-31,169.0,1.0509554140127388,1.1693333333333333,1.5599999999999998,0.00267515923566879,0.060666666666666674,0.07,0.41509433962264153,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2022-06-01,200.0,1.0871345029239767,1.17,1.31625,0.002456140350877193,0.07,0.07,0.41509433962264153,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-02,119.0,1.0580952380952382,1.0919999999999999,2.335,0.002666666666666667,0.07,0.07,0.41509433962264153,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-03,84.0,1.130985915492958,1.17,1.17,0.0,0.07,0.07,0.41509433962264153,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-04,0.0,1.130985915492958,1.17,1.17,0.0,0.07,0.07,0.41509433962264153,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-05,0.0,1.130985915492958,1.17,1.17,0.0,0.07,0.07,0.41509433962264153,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-06,0.0,1.130985915492958,1.17,1.17,0.0,0.07,0.07,0.4339622641509434,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-07,100.0,1.0872093023255816,1.17,1.17,0.0,0.07,0.07,0.4339622641509434,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-08,140.0,1.056692913385827,1.1011764705882352,1.17,0.0033070866141732286,0.07,0.07,0.4339622641509434,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-09,131.0,1.0556451612903226,1.17,1.17,0.0022580645161290325,0.07,0.07,0.4339622641509434,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-10,118.0,1.110891089108911,1.002857142857143,1.17,0.0,0.07,0.07,0.4339622641509434,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-11,0.0,1.110891089108911,1.002857142857143,1.17,0.0,0.07,0.07,0.4339622641509434,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-12,0.0,1.110891089108911,1.002857142857143,1.17,0.0,0.07,0.07,0.4339622641509434,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-13,147.0,1.0915384615384616,1.243125,1.17,0.002153846153846154,0.07,0.07,0.4528301886792453,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-14,146.0,1.1087301587301588,1.1699999999999997,1.17,0.0011111111111111111,0.07,0.07,0.4528301886792453,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-15,117.0,1.068867924528302,1.014,1.17,0.0,0.07,0.07,0.4528301886792453,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-16,0.0,1.068867924528302,1.014,1.17,0.0,0.07,0.07,0.4528301886792453,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-17,85.0,1.1144736842105263,1.17,1.5599999999999998,0.0,0.07,0.07,0.4528301886792453,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-18,0.0,1.1144736842105263,1.17,1.5599999999999998,0.0,0.07,0.07,0.4528301886792453,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-19,0.0,1.1144736842105263,1.17,1.5599999999999998,0.0,0.07,0.07,0.4528301886792453,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-20,138.0,1.1389380530973452,1.5035714285714283,1.17,0.0,0.07,0.07,0.4716981132075472,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-21,139.0,1.043103448275862,1.2809523809523808,1.17,0.003620689655172414,0.07,0.07,0.4716981132075472,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-22,144.0,1.1,1.17,1.17,0.0011290322580645162,0.07,0.07,0.4716981132075472,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-23,115.0,1.1224489795918369,1.17,1.17,0.0,0.07,0.07,0.4716981132075472,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-24,107.0,1.1261904761904762,1.17,1.17,0.0,0.07,0.07,0.4716981132075472,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-25,0.0,1.1261904761904762,1.17,1.17,0.0,0.07,0.07,0.4716981132075472,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-26,0.0,1.1261904761904762,1.17,1.17,0.0,0.07,0.07,0.4716981132075472,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-27,124.0,1.1305555555555555,0.99,1.17,0.0,0.07,0.07,0.49056603773584906,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-28,143.0,1.0669172932330828,1.17,1.17,0.0042105263157894745,0.07,0.07,0.49056603773584906,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-29,157.0,0.9826666666666667,1.0104545454545453,1.17,0.004666666666666667,0.06363636363636364,0.07,0.49056603773584906,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,121.0,1.1,1.17,0.702,0.0013333333333333335,0.07,0.07,0.49056603773584906,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,108.0,1.1236559139784947,1.287,1.17,0.0,0.07,0.07,0.49056603773584906,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02,0.0,1.1236559139784947,1.287,1.17,0.0,0.07,0.07,0.49056603773584906,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,0.0,1.1236559139784947,1.287,1.17,0.0,0.07,0.07,0.49056603773584906,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,168.0,1.1291390728476822,0.975,1.17,0.0,0.07,0.07,0.5094339622641509,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,190.0,1.0813559322033899,0.975,1.755,0.0023728813559322037,0.05833333333333334,0.07,0.5094339622641509,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06,185.0,1.1141025641025641,1.21875,1.17,0.0,0.07,0.07,0.5094339622641509,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07,225.0,1.078,1.2204347826086956,1.17,0.0014000000000000002,0.07,0.07,0.5094339622641509,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,125.0,1.1107843137254902,1.1011764705882352,1.17,0.0,0.07,0.07,0.5094339622641509,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,0.0,1.1107843137254902,1.1011764705882352,1.17,0.0,0.07,0.07,0.5094339622641509,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,0.0,1.1107843137254902,1.1011764705882352,1.17,0.0,0.07,0.07,0.5094339622641509,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,143.0,1.0287769784172662,1.17,0.702,0.005035971223021583,0.07,0.07,0.5283018867924528,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,153.0,1.0916030534351144,1.17,1.17,0.001068702290076336,0.07,0.07,0.5283018867924528,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,164.0,1.0770833333333334,1.2349999999999999,1.17,0.0,0.07,0.07,0.5283018867924528,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,167.0,1.114765100671141,1.0919999999999999,1.17,0.0009395973154362417,0.07,0.07,0.5283018867924528,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,116.0,1.1578947368421053,1.17,1.17,0.0,0.07,0.07,0.5283018867924528,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,0.0,1.1578947368421053,1.17,1.17,0.0,0.07,0.07,0.5283018867924528,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,0.0,1.1578947368421053,1.17,1.17,0.0,0.07,0.07,0.5283018867924528,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,158.0,1.0683453237410072,1.2285,1.17,0.0020143884892086334,0.07,0.07,0.5471698113207547,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,147.0,1.0837037037037038,1.17,1.17,0.001037037037037037,0.07,0.07,0.5471698113207547,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-20,174.0,1.1204968944099378,0.9572727272727272,1.17,0.0008695652173913044,0.07,0.07,0.5471698113207547,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,219.0,1.105527638190955,1.248,1.17,0.001407035175879397,0.07,0.07,0.5471698113207547,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,150.0,1.1082706766917294,1.2674999999999998,1.17,0.0,0.07,0.07,0.5471698113207547,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-23,0.0,1.1082706766917294,1.2674999999999998,1.17,0.0,0.07,0.07,0.5471698113207547,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24,0.0,1.1082706766917294,1.2674999999999998,1.17,0.0,0.07,0.07,0.5471698113207547,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25,175.0,1.0421052631578949,1.17,1.17,0.003274853801169591,0.07,0.07,0.5660377358490566,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26,202.0,1.1244444444444446,1.2388235294117647,1.17,0.0,0.07,0.07,0.5660377358490566,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27,220.0,1.1172774869109947,1.17,1.17,0.0007329842931937174,0.07,0.07,0.5660377358490566,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28,179.0,1.0521739130434784,1.287,1.17,0.0017391304347826088,0.07,0.07,0.5660377358490566,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,130.0,1.1376068376068378,1.17,1.17,0.0011965811965811968,0.07,0.07,0.5660377358490566,0.9863414634146341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,0.0,1.1376068376068378,1.17,1.17,0.0011965811965811968,0.07,0.07,0.5660377358490566,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31,0.0,1.1376068376068378,1.17,1.17,0.0011965811965811968,0.07,0.07,0.5660377358490566,0.9863414634146341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,150.0,1.0746153846153847,1.3764705882352941,1.17,0.002153846153846154,0.07,0.07,0.5849056603773585,0.9863414634146341,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,178.0,1.0804733727810651,0.975,1.17,0.0016568047337278107,0.07,0.07,0.5849056603773585,0.9863414634146341,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,121.0,1.1427184466019418,1.17,1.17,0.0,0.07,0.07,0.5849056603773585,0.9863414634146341,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,112.0,1.0893203883495146,1.2999999999999998,1.17,0.0,0.07,0.07,0.5849056603773585,0.9863414634146341,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
