,Target Coffee,Target Milk Coffee,Target Cocoa,Target Tee,Target Coffee Time,Student Price Coffee,Worker Price Coffee,Guest Price Coffee,Student Price Milk Coffee,Worker Price Milk Coffee,Guest Price Milk Coffee,Student Price Cocoa,Worker Price Milk Cocoa,Guest Price Milk Cocoa,Student Price Tee,Worker Price Tee,Guest Price Tee,Student Price Coffee Time,Worker Price Coffee Time,Guest Price Coffee Time,Student Tax,Worker Tax,Guest Tax,Week,Year,x0_Friday,x0_Monday,x0_Saturday,x0_Sunday,x0_Thursday,x0_Tuesday,x0_Wednesday,x0_April,x0_August,x0_December,x0_February,x0_January,x0_July,x0_June,x0_March,x0_May,x0_November,x0_October,x0_September,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,precipitation,is_holiday,is_lecture_free,is_covid,is_winter,is_summer
2024-11-03,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,44.0,2024.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.133333333333333,1.51,12.27,1031.0,79.0,5.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-04,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,45.0,2024.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.1000000000000005,0.67,12.92,1029.0,47.0,7.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-05,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,45.0,2024.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.836666666666667,3.02,10.16,1026.0,64.0,8.49,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-06,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,45.0,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.463333333333334,4.83,7.91,1030.0,82.0,1.79,192.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-07,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,45.0,2024.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.133333333333333,4.18,8.81,1032.0,84.0,4.02,45.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-08,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,45.0,2024.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.596666666666667,4.59,6.7,1028.0,85.0,5.81,90.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-09,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,45.0,2024.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.003333333333333,2.84,10.79,1027.0,73.0,5.36,135.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-10,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,45.0,2024.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.346666666666667,0.7,8.54,1027.0,62.0,2.24,193.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-11,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,46.0,2024.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.033333333333333,1.8,5.14,1028.0,93.0,4.92,0.0,0.83,0.0,0.0,0.0,1.0,0.0
2024-11-12,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,46.0,2024.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.890000000000001,2.69,7.58,1029.0,85.0,12.96,314.0,0.41,0.0,0.0,0.0,1.0,0.0
2024-11-13,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,46.0,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.686666666666666,2.52,4.6,1030.0,89.0,2.69,27.0,2.03,0.0,0.0,0.0,1.0,0.0
2024-11-14,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,46.0,2024.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.556666666666666,3.1,5.38,1027.0,94.0,2.74,227.0,0.52,0.0,0.0,0.0,1.0,0.0
2024-11-15,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,46.0,2024.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.303333333333334,5.08,7.35,1027.0,92.0,2.27,266.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-16,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,46.0,2024.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.103333333333333,3.42,7.59,1021.0,81.0,6.71,248.0,0.0,0.0,0.0,0.0,1.0,0.0
2024-11-17,0.0,0.0,0.0,0.0,0.0,1.26,1.36,1.63,1.85,1.87,2.34,1.3,1.36,1.36,0.7,0.75,0.75,2.45,2.2,4.39,0.0,0.07,0.07,46.0,2024.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.7099999999999995,3.08,4.7,1013.0,93.0,9.39,225.0,3.42,0.0,0.0,0.0,1.0,0.0
