,Target Coffee,Target Milk Coffee,Target Cocoa,Target Tee,Target Coffee Time,Student Price Coffee,Worker Price Coffee,Guest Price Coffee,Student Price Milk Coffee,Worker Price Milk Coffee,Guest Price Milk Coffee,Student Price Cocoa,Worker Price Milk Cocoa,Guest Price Milk Cocoa,Student Price Tee,Worker Price Tee,Guest Price Tee,Student Price Coffee Time,Worker Price Coffee Time,Guest Price Coffee Time,Student Tax,Worker Tax,Guest Tax,Week,Year,x0_Friday,x0_Monday,x0_Saturday,x0_Sunday,x0_Thursday,x0_Tuesday,x0_Wednesday,x0_April,x0_August,x0_December,x0_February,x0_January,x0_July,x0_June,x0_March,x0_May,x0_November,x0_October,x0_September,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,precipitation,is_holiday,is_lecture_free,is_covid,is_winter,is_summer
2017-01-09,419.0,93.0,26.0,101.0,105.0,0.94,0.84,0.84,1.36,1.31,2.62,0.86,0.84,0.84,0.61,0.62,0.56,1.67,0.75,1.56,0.0,0.07,0.07,2.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.44,-3.48,-0.32,1027.42,93.46,1.7,223.88,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-10,446.0,83.0,31.0,83.0,110.0,0.91,0.87,0.94,1.42,1.5,2.62,0.74,0.84,0.84,0.57,0.56,0.56,1.58,1.5,1.56,0.0,0.07,0.07,2.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.18,-9.58,-1.22,1015.62,84.75,2.73,147.58,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-11,451.0,111.0,25.0,121.0,99.0,0.92,1.01,1.12,1.4,1.31,2.62,0.77,0.84,0.84,0.63,0.65,0.56,1.55,1.5,1.56,0.0,0.07,0.07,2.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.45,-8.57,2.83,1012.58,91.79,4.24,196.71,5.72,0.0,0.0,0.0,1.0,0.0
2017-01-12,411.0,97.0,29.0,92.0,126.0,0.94,0.91,0.84,1.42,1.44,1.31,0.9,0.42,1.26,0.6,0.67,0.56,1.59,1.5,1.56,0.0,0.07,0.07,2.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.5,4.52,1009.08,88.75,5.12,235.21,3.84,0.0,0.0,0.0,1.0,0.0
2017-01-13,289.0,73.0,24.0,87.0,45.0,0.92,0.84,0.84,1.4,1.31,1.31,0.94,0.84,1.26,0.61,0.56,0.56,1.64,1.5,1.56,0.0,0.07,0.07,2.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,-1.91,4.06,998.12,87.29,7.29,245.04,7.71,0.0,0.0,0.0,1.0,0.0
2017-01-14,0.0,0.0,0.0,0.0,0.0,0.92,0.84,0.84,1.4,1.31,1.31,0.94,0.84,1.26,0.61,0.56,0.56,1.64,1.5,1.56,0.0,0.07,0.07,2.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-2.47,1.89,1008.42,87.88,5.36,265.54,6.38,0.0,0.0,0.0,1.0,0.0
2017-01-15,0.0,0.0,0.0,0.0,0.0,0.92,0.84,0.84,1.4,1.31,1.31,0.94,0.84,1.26,0.61,0.56,0.56,1.64,1.5,1.56,0.0,0.07,0.07,2.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,-4.5,0.52,1018.5,90.33,3.45,279.0,2.46,0.0,0.0,0.0,1.0,0.0
2017-01-16,474.0,106.0,26.0,98.0,121.0,0.93,0.87,0.84,1.38,1.31,1.31,0.82,2.52,1.26,0.59,0.25,0.56,1.55,1.5,1.56,0.0,0.07,0.07,3.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.52,-9.48,-1.48,1025.71,86.33,3.06,144.58,0.21,0.0,0.0,0.0,1.0,0.0
2017-01-17,473.0,81.0,27.0,120.0,136.0,0.92,0.94,0.84,1.42,1.41,1.31,0.64,2.52,1.26,0.59,0.25,0.56,1.58,1.5,1.56,0.0,0.07,0.07,3.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.59,-14.5,-1.48,1035.38,83.38,3.48,47.33,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-18,440.0,87.0,31.0,108.0,123.0,0.88,1.08,0.84,1.46,1.31,1.31,0.9,2.52,1.26,0.58,0.25,0.56,1.7,1.5,1.56,0.0,0.07,0.07,3.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.38,-11.5,-2.48,1039.54,80.04,3.16,67.33,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-19,461.0,82.0,37.0,97.0,113.0,0.87,0.82,1.26,1.36,1.2,2.62,0.79,0.84,1.26,0.61,0.56,0.56,1.54,1.87,1.56,0.0,0.07,0.07,3.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.32,-16.5,0.52,1038.08,74.12,2.82,67.71,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-20,307.0,61.0,24.0,62.0,68.0,0.94,0.88,0.96,1.37,1.31,1.83,0.9,0.84,1.26,0.61,0.56,0.56,1.62,1.87,1.56,0.0,0.07,0.07,3.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.64,-15.5,2.68,1035.04,61.67,2.53,73.04,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-21,0.0,0.0,0.0,0.0,0.0,0.94,0.88,0.96,1.37,1.31,1.83,0.9,0.84,1.26,0.61,0.56,0.56,1.62,1.87,1.56,0.0,0.07,0.07,3.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-12.5,1.68,1032.0,69.92,2.01,92.17,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-22,0.0,0.0,0.0,0.0,0.0,0.94,0.88,0.96,1.37,1.31,1.83,0.9,0.84,1.26,0.61,0.56,0.56,1.62,1.87,1.56,0.0,0.07,0.07,3.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.4,-14.5,2.52,1028.08,79.21,1.64,98.96,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-23,457.0,115.0,32.0,121.0,167.0,0.93,0.71,0.84,1.28,1.31,1.53,0.9,0.84,0.84,0.59,0.4,0.56,1.57,1.5,1.5,0.0,0.07,0.07,4.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.59,-16.5,-1.32,1026.92,89.5,0.87,91.62,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-24,550.0,91.0,38.0,127.0,136.0,0.93,0.9,0.84,1.24,1.42,1.31,0.79,0.84,0.84,0.54,0.56,0.56,1.53,2.0,1.5,0.0,0.07,0.07,4.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.04,-12.5,-5.01,1030.21,91.54,1.16,52.79,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-25,491.0,84.0,37.0,107.0,135.0,0.92,0.9,0.84,1.44,1.31,1.31,0.82,0.84,0.84,0.6,0.56,0.56,1.61,1.5,1.5,0.0,0.07,0.07,4.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.95,-8.07,-0.51,1032.12,86.33,2.58,78.29,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-26,465.0,71.0,31.0,100.0,186.0,0.88,0.9,0.84,1.34,1.31,1.31,0.84,0.84,0.84,0.59,0.56,0.56,1.57,1.5,1.5,0.0,0.07,0.07,4.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.29,-5.43,1.52,1029.12,78.38,3.73,103.92,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-27,432.0,100.0,29.0,64.0,112.0,0.92,0.8,0.94,1.42,1.31,0.94,0.73,0.84,0.84,0.62,0.56,0.56,1.68,0.75,1.5,0.0,0.07,0.07,4.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.95,-11.5,1.68,1024.96,77.0,2.24,118.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-28,0.0,0.0,0.0,0.0,0.0,0.92,0.8,0.94,1.42,1.31,0.94,0.73,0.84,0.84,0.62,0.56,0.56,1.68,0.75,1.5,0.0,0.07,0.07,4.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.88,-14.32,-1.32,1023.42,83.54,2.07,140.67,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-29,0.0,0.0,0.0,0.0,0.0,0.92,0.8,0.94,1.42,1.31,0.94,0.73,0.84,0.84,0.62,0.56,0.56,1.68,0.75,1.5,0.0,0.07,0.07,4.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.55,-14.5,2.68,1024.96,81.12,2.22,150.96,0.0,0.0,0.0,0.0,1.0,0.0
2017-01-30,443.0,93.0,27.0,93.0,162.0,0.89,0.94,0.84,1.4,1.61,1.31,0.72,0.84,0.84,0.63,0.56,0.56,1.55,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9,-12.5,3.68,1018.04,90.96,3.84,170.21,5.3,0.0,0.0,0.0,1.0,0.0
2017-01-31,494.0,96.0,36.0,118.0,177.0,0.92,0.8,0.98,1.4,1.31,2.62,0.88,0.84,0.84,0.57,0.56,0.56,1.58,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,-0.62,3.68,1016.0,96.33,1.81,202.5,2.84,0.0,0.0,0.0,1.0,0.0
2017-02-01,513.0,107.0,22.0,110.0,136.0,0.92,0.88,0.84,1.44,1.62,2.62,0.82,0.84,0.84,0.59,0.37,0.56,1.65,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,-2.46,2.46,1020.67,90.71,1.97,119.21,0.0,0.0,0.0,0.0,1.0,0.0
2017-02-02,441.0,113.0,25.0,100.0,136.0,0.93,0.9,0.69,1.34,1.31,1.31,0.72,0.84,0.84,0.61,0.37,0.56,1.72,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,-1.43,5.68,1014.62,94.0,2.84,152.08,1.86,0.0,0.0,0.0,1.0,0.0
2017-02-03,441.0,83.0,17.0,91.0,97.0,0.92,0.87,0.84,1.38,1.31,1.31,0.9,0.84,0.84,0.62,0.56,0.56,1.67,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,-0.5,5.68,1009.0,94.58,2.02,154.17,1.4,0.0,0.0,0.0,1.0,0.0
2017-02-04,0.0,0.0,0.0,0.0,0.0,0.92,0.87,0.84,1.38,1.31,1.31,0.9,0.84,0.84,0.62,0.56,0.56,1.67,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.5,4.61,1005.42,91.79,2.84,154.33,0.59,0.0,0.0,0.0,1.0,0.0
2017-02-05,0.0,0.0,0.0,0.0,0.0,0.92,0.87,0.84,1.38,1.31,1.31,0.9,0.84,0.84,0.62,0.56,0.56,1.67,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,-1.5,8.52,1005.29,88.08,2.67,161.21,1.82,0.0,0.0,0.0,1.0,0.0
2017-02-06,426.0,88.0,32.0,89.0,178.0,0.92,0.93,0.99,1.35,1.07,1.31,0.79,0.84,0.84,0.64,0.56,0.56,1.62,1.5,1.5,0.0,0.07,0.07,6.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,-1.5,4.9,1016.0,90.75,2.58,35.62,0.0,0.0,0.0,0.0,1.0,0.0
2017-02-07,496.0,98.0,34.0,125.0,209.0,0.91,0.8,0.84,1.31,2.12,1.31,0.72,0.84,0.84,0.65,0.56,0.56,1.58,1.5,1.5,0.0,0.07,0.07,6.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,-1.42,3.52,1020.54,93.38,2.06,68.67,0.0,0.0,0.0,0.0,1.0,0.0
2017-02-08,477.0,87.0,38.0,109.0,173.0,0.9,0.96,0.84,1.38,1.57,1.31,0.81,0.84,0.84,0.61,0.56,0.56,1.65,1.75,1.5,0.0,0.07,0.07,6.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,-4.42,2.8,1025.29,87.08,2.77,73.21,0.0,0.0,0.0,0.0,1.0,0.0
2017-02-09,497.0,103.0,25.0,96.0,157.0,0.92,1.08,0.9,1.4,1.31,1.31,0.79,0.84,0.84,0.6,0.56,0.56,1.61,0.0,1.5,0.0,0.07,0.07,6.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.03,-4.42,-0.44,1028.33,87.58,3.72,74.25,0.0,0.0,0.0,0.0,1.0,0.0
2017-02-10,380.0,78.0,36.0,86.0,120.0,0.93,0.92,0.84,1.38,1.44,1.31,0.93,0.5,0.84,0.59,0.56,0.56,1.66,2.49,1.5,0.0,0.07,0.07,6.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,-3.14,1.6,1023.33,88.62,3.2,96.79,0.31,0.0,1.0,0.0,1.0,0.0
2017-02-11,0.0,0.0,0.0,0.0,0.0,0.93,0.92,0.84,1.38,1.44,1.31,0.93,0.5,0.84,0.59,0.56,0.56,1.66,2.49,1.5,0.0,0.07,0.07,6.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-3.48,3.8,1024.0,88.46,2.69,102.75,0.0,0.0,1.0,0.0,1.0,0.0
2017-02-12,0.0,0.0,0.0,0.0,0.0,0.93,0.92,0.84,1.38,1.44,1.31,0.93,0.5,0.84,0.59,0.56,0.56,1.66,2.49,1.5,0.0,0.07,0.07,6.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42,-1.68,1.23,1030.0,90.79,3.27,92.58,0.0,0.0,1.0,0.0,1.0,0.0
2017-02-13,425.0,68.0,26.0,74.0,155.0,0.91,0.87,0.84,1.4,1.42,1.53,0.64,0.84,0.84,0.54,0.67,0.56,1.58,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,-2.42,6.52,1032.17,75.75,4.83,87.71,0.0,0.0,1.0,0.0,1.0,0.0
2017-02-14,436.0,81.0,30.0,73.0,146.0,0.92,0.98,0.9,1.38,1.31,1.53,0.9,0.84,0.84,0.61,0.67,0.56,1.61,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,-4.5,8.5,1032.92,68.75,3.29,103.38,0.0,0.0,1.0,0.0,1.0,0.0
2017-02-15,440.0,86.0,20.0,81.0,138.0,0.93,0.86,0.94,1.36,1.31,1.31,0.73,0.84,0.84,0.61,0.56,0.56,1.61,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,-7.5,9.68,1035.54,75.75,1.83,154.96,0.0,0.0,1.0,0.0,1.0,0.0
2017-02-16,360.0,75.0,22.0,71.0,131.0,0.92,0.84,0.84,1.32,1.31,1.31,0.64,0.84,0.84,0.6,0.56,0.56,1.61,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-3.79,11.6,1031.58,82.92,1.77,194.75,1.32,0.0,1.0,0.0,1.0,0.0
2017-02-17,335.0,70.0,21.0,70.0,94.0,0.92,0.98,1.03,1.38,1.31,1.31,0.82,0.84,0.84,0.61,0.56,0.56,1.55,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,1.33,7.5,1025.33,94.33,2.75,265.0,3.29,0.0,1.0,0.0,1.0,0.0
2017-02-18,0.0,0.0,0.0,0.0,0.0,0.92,0.98,1.03,1.38,1.31,1.31,0.82,0.84,0.84,0.61,0.56,0.56,1.55,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.04,6.3,1027.12,91.5,1.77,271.88,0.15,0.0,1.0,0.0,1.0,0.0
2017-02-19,0.0,0.0,0.0,0.0,0.0,0.92,0.98,1.03,1.38,1.31,1.31,0.82,0.84,0.84,0.61,0.56,0.56,1.55,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,-2.64,5.65,1024.33,91.42,2.33,222.5,1.66,0.0,1.0,0.0,1.0,0.0
2017-02-20,404.0,70.0,26.0,64.0,142.0,0.92,0.91,0.84,1.38,1.44,1.31,0.82,0.84,0.84,0.54,0.78,0.56,1.66,1.5,1.5,0.0,0.07,0.07,8.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.5,8.5,1019.83,95.25,3.97,236.88,3.94,0.0,1.0,0.0,1.0,0.0
2017-02-21,399.0,66.0,17.0,67.0,147.0,0.9,0.95,0.84,1.48,1.43,1.31,0.79,0.84,0.84,0.57,0.37,0.56,1.65,2.5,1.5,0.0,0.07,0.07,8.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13,5.58,10.52,1014.54,93.5,4.59,263.58,8.05,0.0,1.0,0.0,1.0,0.0
2017-02-22,372.0,85.0,13.0,71.0,139.0,0.9,0.89,0.92,1.33,1.42,1.31,0.66,0.84,0.84,0.59,0.34,0.56,1.59,1.5,1.5,0.0,0.07,0.07,8.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.62,7.15,9.68,1009.83,95.08,6.87,245.21,10.22,0.0,1.0,0.0,1.0,0.0
2017-02-23,328.0,57.0,21.0,70.0,112.0,0.91,0.88,0.88,1.33,1.31,1.64,0.98,0.84,1.26,0.57,0.56,0.56,1.59,1.5,2.24,0.0,0.07,0.07,8.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86,5.57,14.52,1001.79,80.42,7.41,244.12,2.87,0.0,1.0,0.0,1.0,0.0
2017-02-24,293.0,51.0,11.0,46.0,109.0,0.92,0.77,0.98,1.14,1.31,1.75,0.5,0.84,1.26,0.65,0.56,0.56,1.58,1.5,2.24,0.0,0.07,0.07,8.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,-2.5,8.28,1010.12,68.79,6.07,280.83,1.13,0.0,1.0,0.0,1.0,0.0
2017-02-25,0.0,0.0,0.0,0.0,0.0,0.92,0.77,0.98,1.14,1.31,1.75,0.5,0.84,1.26,0.65,0.56,0.56,1.58,1.5,2.24,0.0,0.07,0.07,8.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,-3.91,7.52,1022.25,75.96,2.58,224.33,0.0,0.0,1.0,0.0,1.0,0.0
2017-02-26,0.0,0.0,0.0,0.0,0.0,0.92,0.77,0.98,1.14,1.31,1.75,0.5,0.84,1.26,0.65,0.56,0.56,1.58,1.5,2.24,0.0,0.07,0.07,8.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29,0.5,11.52,1016.12,65.58,3.52,215.62,0.0,0.0,1.0,0.0,1.0,0.0
2017-02-27,364.0,66.0,15.0,43.0,78.0,0.94,0.95,0.84,1.45,1.31,1.57,0.84,0.84,1.26,0.57,0.28,0.56,1.72,1.5,2.24,0.0,0.07,0.07,9.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.96,-1.5,13.52,1006.92,65.04,3.75,184.75,0.0,0.0,1.0,0.0,1.0,0.0
2017-02-28,309.0,54.0,9.0,42.0,0.0,0.94,1.13,0.98,1.43,1.31,1.31,0.74,0.84,1.26,0.63,0.28,0.56,1.72,1.5,2.24,0.0,0.07,0.07,9.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.5,8.52,998.21,86.12,5.17,209.58,10.01,0.0,1.0,0.0,1.0,0.0
2017-03-01,336.0,67.0,18.0,37.0,77.0,0.95,1.17,0.96,1.42,1.31,1.31,0.9,0.84,0.84,0.62,0.84,0.56,1.62,1.5,2.24,0.0,0.07,0.07,9.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.72,1.47,8.52,1004.92,87.38,5.25,230.75,6.99,0.0,1.0,0.0,1.0,0.0
2017-03-02,315.0,62.0,15.0,64.0,139.0,0.96,0.93,0.84,1.45,1.53,1.31,0.9,0.84,0.84,0.62,0.56,0.56,1.62,2.99,2.24,0.0,0.07,0.07,9.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.58,3.28,8.52,1010.12,74.25,7.16,250.62,4.63,0.0,1.0,0.0,1.0,0.0
2017-03-03,307.0,49.0,15.0,38.0,74.0,0.94,0.88,1.08,1.44,1.31,1.31,0.9,0.84,0.84,0.64,0.56,0.56,1.62,1.5,2.24,0.0,0.07,0.07,9.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.32,-1.5,10.52,1012.54,67.96,2.99,165.67,0.0,0.0,1.0,0.0,1.0,0.0
2017-03-04,0.0,0.0,0.0,0.0,0.0,0.94,0.88,1.08,1.44,1.31,1.31,0.9,0.84,0.84,0.64,0.56,0.56,1.62,1.5,2.24,0.0,0.07,0.07,9.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.88,3.14,17.52,997.58,61.75,3.77,147.42,0.0,0.0,1.0,0.0,1.0,0.0
2017-03-05,0.0,0.0,0.0,0.0,0.0,0.94,0.88,1.08,1.44,1.31,1.31,0.9,0.84,0.84,0.64,0.56,0.56,1.62,1.5,2.24,0.0,0.07,0.07,9.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.58,4.06,11.25,1003.62,74.96,4.35,214.21,2.59,0.0,1.0,0.0,1.0,0.0
2017-03-06,293.0,69.0,13.0,36.0,99.0,0.94,0.96,0.98,1.31,1.47,1.31,0.66,0.84,0.84,0.62,0.56,0.56,1.67,1.5,1.5,0.0,0.07,0.07,10.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.24,2.38,5.52,1002.88,95.62,3.38,234.46,8.4,0.0,1.0,0.0,1.0,0.0
