,Target Coffee,Target Milk Coffee,Target Cocoa,Target Tee,Target Coffee Time,Student Price Coffee,Worker Price Coffee,Guest Price Coffee,Student Price Milk Coffee,Worker Price Milk Coffee,Guest Price Milk Coffee,Student Price Cocoa,Worker Price Milk Cocoa,Guest Price Milk Cocoa,Student Price Tee,Worker Price Tee,Guest Price Tee,Student Price Coffee Time,Worker Price Coffee Time,Guest Price Coffee Time,Student Tax,Worker Tax,Guest Tax,Week,Year,x0_Friday,x0_Monday,x0_Saturday,x0_Sunday,x0_Thursday,x0_Tuesday,x0_Wednesday,x0_April,x0_August,x0_December,x0_February,x0_January,x0_July,x0_June,x0_March,x0_May,x0_November,x0_October,x0_September,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,precipitation,is_holiday,is_lecture_free,is_covid,is_winter,is_summer
2019-05-05,0.0,0.0,0.0,0.0,0.0,1.01,0.93,0.93,1.45,1.4,2.33,1.0,1.4,1.4,0.6,0.56,0.56,1.76,1.99,1.59,0.0,0.07,0.07,18.0,2019.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.64,-0.4,9.76,1017.29,71.38,1.15,253.88,0.0,0.0,0.0,0.0,0.0,1.0
2019-05-06,470.0,110.0,22.0,55.0,140.0,1.0,1.0,0.93,1.45,1.4,1.87,0.91,0.93,1.4,0.58,0.56,0.56,1.66,1.59,1.59,0.0,0.07,0.07,19.0,2019.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.34,-1.53,10.3,1019.96,69.25,1.44,299.71,0.46,0.0,0.0,0.0,0.0,1.0
2019-05-07,513.0,128.0,23.0,58.0,131.0,1.03,0.99,1.12,1.53,1.4,1.63,1.0,0.93,1.4,0.64,0.4,0.56,1.73,1.59,1.59,0.0,0.07,0.07,19.0,2019.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.2,-0.48,12.54,1018.33,68.92,1.23,200.79,0.56,0.0,0.0,0.0,0.0,1.0
2019-05-08,481.0,128.0,15.0,74.0,150.0,1.02,1.01,0.78,1.45,1.4,1.4,0.88,0.93,1.4,0.6,0.4,0.56,1.69,1.59,1.59,0.0,0.07,0.07,19.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.79,0.52,16.41,1007.17,73.0,1.74,170.96,6.51,0.0,0.0,0.0,0.0,1.0
2019-05-09,461.0,120.0,23.0,57.0,153.0,1.0,1.03,1.3,1.38,1.61,0.7,0.88,0.93,1.4,0.58,0.56,0.56,1.68,1.59,1.59,0.0,0.07,0.07,19.0,2019.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.15,7.92,16.35,1002.46,79.42,1.84,216.38,7.27,0.0,0.0,0.0,0.0,1.0
2019-05-10,320.0,65.0,16.0,30.0,79.0,1.01,0.97,1.16,1.42,1.4,1.4,1.0,0.93,1.4,0.56,0.56,0.56,1.7,1.59,1.59,0.0,0.07,0.07,19.0,2019.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.33,7.2,17.54,1010.38,69.46,1.88,249.62,0.42,0.0,0.0,0.0,0.0,1.0
2019-05-11,0.0,0.0,0.0,0.0,0.0,1.01,0.97,1.16,1.42,1.4,1.4,1.0,0.93,1.4,0.56,0.56,0.56,1.7,1.59,1.59,0.0,0.07,0.07,19.0,2019.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.32,6.97,16.81,1011.62,80.21,1.26,222.75,10.98,0.0,0.0,0.0,0.0,1.0
2019-05-12,0.0,0.0,0.0,0.0,0.0,1.01,0.97,1.16,1.42,1.4,1.4,1.0,0.93,1.4,0.56,0.56,0.56,1.7,1.59,1.59,0.0,0.07,0.07,19.0,2019.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.52,5.03,14.58,1028.33,61.67,2.28,210.12,1.45,0.0,0.0,0.0,0.0,1.0
2019-05-13,481.0,101.0,17.0,26.0,145.0,1.02,0.97,0.93,1.48,1.4,0.7,1.0,0.93,1.4,0.46,0.56,0.56,1.68,1.59,1.59,0.0,0.07,0.07,20.0,2019.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.18,1.41,15.52,1034.96,54.62,1.86,135.12,0.0,0.0,0.0,0.0,0.0,1.0
2019-05-14,517.0,130.0,30.0,55.0,170.0,1.0,0.93,1.01,1.39,1.4,1.87,1.11,0.93,1.4,0.56,0.56,0.56,1.73,1.59,1.59,0.0,0.07,0.07,20.0,2019.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.14,12.36,1030.25,64.0,1.75,183.92,1.14,0.0,0.0,0.0,0.0,1.0
2019-05-15,509.0,101.0,19.0,70.0,162.0,1.01,1.02,1.02,1.36,1.4,0.7,1.06,0.93,0.93,0.64,0.45,0.56,1.76,1.59,2.39,0.0,0.07,0.07,20.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.31,0.52,9.58,1024.46,64.83,1.82,158.96,0.0,0.0,0.0,0.0,0.0,1.0
2019-05-16,475.0,118.0,25.0,65.0,169.0,1.04,0.98,1.02,1.46,1.68,1.4,1.1,0.93,0.93,0.6,0.45,0.56,1.77,1.59,2.39,0.0,0.07,0.07,20.0,2019.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.23,4.58,8.52,1016.33,82.67,1.01,229.58,3.95,0.0,0.0,0.0,0.0,1.0
2019-05-17,319.0,108.0,21.0,22.0,48.0,0.98,1.13,0.82,1.52,1.4,0.93,1.0,0.93,0.93,0.57,0.28,0.56,1.63,1.59,2.39,0.0,0.07,0.07,20.0,2019.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.04,6.52,18.47,1009.17,73.79,2.32,118.71,0.0,0.0,0.0,0.0,0.0,1.0
2019-05-18,0.0,0.0,0.0,0.0,0.0,0.98,1.13,0.82,1.52,1.4,0.93,1.0,0.93,0.93,0.57,0.28,0.56,1.63,1.59,2.39,0.0,0.07,0.07,20.0,2019.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.88,4.52,22.92,1005.92,65.62,1.57,138.5,0.4,0.0,0.0,0.0,0.0,1.0
2019-05-19,0.0,0.0,0.0,0.0,0.0,0.98,1.13,0.82,1.52,1.4,0.93,1.0,0.93,0.93,0.57,0.28,0.56,1.63,1.59,2.39,0.0,0.07,0.07,20.0,2019.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.57,8.09,24.58,1003.46,64.38,1.29,157.46,1.51,0.0,0.0,0.0,0.0,1.0
2019-05-20,482.0,121.0,10.0,54.0,140.0,1.03,0.99,0.93,1.45,1.53,1.4,1.0,0.93,0.93,0.54,0.28,0.56,1.73,1.59,2.39,0.0,0.07,0.07,21.0,2019.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.76,11.69,19.03,1001.79,82.67,0.99,273.38,11.9,0.0,0.0,0.0,0.0,1.0
2019-05-21,494.0,107.0,28.0,41.0,157.0,1.02,0.93,0.85,1.5,1.4,0.93,0.97,0.93,0.93,0.6,0.28,0.56,1.71,1.59,2.39,0.0,0.07,0.07,21.0,2019.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.46,12.25,17.83,1005.83,87.54,1.23,242.67,26.73,0.0,0.0,0.0,0.0,1.0
2019-05-22,446.0,103.0,20.0,44.0,158.0,1.02,0.9,0.93,1.4,1.24,0.93,1.0,0.0,0.93,0.57,0.7,0.56,1.74,1.94,2.39,0.0,0.07,0.07,21.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.13,6.69,16.25,1016.5,80.42,2.19,302.25,0.12,0.0,0.0,0.0,0.0,1.0
2019-05-23,427.0,94.0,17.0,28.0,149.0,1.01,1.0,0.81,1.5,1.32,1.4,1.0,0.0,0.93,0.55,0.7,0.56,1.69,1.94,2.39,0.0,0.07,0.07,21.0,2019.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.56,4.52,19.58,1019.08,70.79,1.19,274.29,0.0,0.0,0.0,0.0,0.0,1.0
2019-05-24,302.0,69.0,15.0,19.0,68.0,1.07,0.83,0.8,1.39,1.4,1.4,1.0,0.0,0.93,0.64,0.7,0.56,1.6,1.94,2.39,0.0,0.07,0.07,21.0,2019.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.51,6.25,22.25,1014.96,66.96,1.13,229.79,0.0,0.0,0.0,0.0,0.0,1.0
2019-05-25,0.0,0.0,0.0,0.0,0.0,1.07,0.83,0.8,1.39,1.4,1.4,1.0,0.0,0.93,0.64,0.7,0.56,1.6,1.94,2.39,0.0,0.07,0.07,21.0,2019.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.72,8.47,21.2,1014.83,72.96,1.28,186.33,4.31,0.0,0.0,0.0,0.0,1.0
2019-05-26,0.0,0.0,0.0,0.0,0.0,1.07,0.83,0.8,1.39,1.4,1.4,1.0,0.0,0.93,0.64,0.7,0.56,1.6,1.94,2.39,0.0,0.07,0.07,21.0,2019.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.24,7.3,22.54,1014.92,68.29,2.07,200.33,0.0,0.0,0.0,0.0,0.0,1.0
2019-05-27,407.0,99.0,9.0,43.0,144.0,1.01,1.0,0.93,1.4,1.65,3.27,0.75,0.93,0.93,0.6,0.37,0.56,1.7,1.59,0.8,0.0,0.07,0.07,22.0,2019.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.77,8.47,22.52,1009.38,69.92,2.2,257.12,0.34,0.0,0.0,0.0,0.0,1.0
2019-05-28,503.0,97.0,19.0,60.0,153.0,1.03,0.87,1.09,1.4,1.62,1.4,1.0,0.93,0.93,0.56,0.65,0.56,1.7,1.27,0.8,0.0,0.07,0.07,22.0,2019.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.74,10.0,17.36,1007.92,79.67,0.97,265.79,5.3,0.0,0.0,0.0,0.0,1.0
2019-05-29,489.0,122.0,17.0,38.0,139.0,1.03,0.96,0.74,1.49,1.55,1.4,1.0,0.93,0.93,0.51,0.65,0.56,1.67,1.27,0.8,0.0,0.07,0.07,22.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.02,4.52,15.7,1020.46,73.29,1.29,189.38,0.68,0.0,0.0,0.0,0.0,1.0
2019-05-30,0.0,0.0,0.0,0.0,0.0,1.03,0.96,0.74,1.49,1.55,1.4,1.0,0.93,0.93,0.51,0.65,0.56,1.67,1.27,0.8,0.0,0.07,0.07,22.0,2019.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.01,1.5,21.42,1025.5,63.79,1.74,212.04,0.0,1.0,0.0,0.0,0.0,1.0
2019-05-31,308.0,76.0,10.0,15.0,66.0,1.04,0.98,1.05,1.6,1.58,1.4,0.82,0.93,0.93,0.52,0.28,0.56,1.76,2.65,0.8,0.0,0.07,0.07,22.0,2019.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.8,11.52,22.92,1024.92,70.46,1.5,262.12,0.65,0.0,0.0,0.0,0.0,1.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,1.04,0.98,1.05,1.6,1.58,1.4,0.82,0.93,0.93,0.52,0.28,0.56,1.76,2.65,0.8,0.0,0.07,0.07,22.0,2019.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.48,9.03,26.98,1022.38,67.04,1.03,224.12,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-02,0.0,0.0,0.0,0.0,0.0,1.04,0.98,1.05,1.6,1.58,1.4,0.82,0.93,0.93,0.52,0.28,0.56,1.76,2.65,0.8,0.0,0.07,0.07,22.0,2019.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,10.2,29.76,1017.88,56.0,1.52,136.42,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-03,322.0,64.0,7.0,12.0,100.0,1.02,1.0,0.93,1.4,1.56,1.4,1.0,0.93,0.93,0.6,0.56,0.56,1.77,1.59,0.8,0.0,0.07,0.07,23.0,2019.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.75,11.52,31.42,1014.92,55.33,2.05,192.58,0.13,0.0,0.0,0.0,0.0,1.0
2019-06-04,337.0,78.0,7.0,24.0,91.0,1.03,0.93,0.72,1.38,1.49,1.4,1.0,0.0,0.93,0.6,0.56,0.56,1.66,1.59,0.8,0.0,0.07,0.07,23.0,2019.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.88,12.36,30.87,1012.21,55.83,1.11,163.12,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-05,319.0,73.0,7.0,19.0,84.0,1.01,1.03,0.85,1.42,1.4,1.4,1.0,0.0,0.93,0.56,0.56,0.56,1.7,1.59,0.8,0.0,0.07,0.07,23.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.94,13.5,31.81,1007.38,53.92,2.19,136.71,0.16,0.0,0.0,0.0,0.0,1.0
2019-06-06,424.0,88.0,17.0,31.0,117.0,1.02,0.93,0.93,1.39,1.4,1.75,0.94,0.0,0.93,0.6,0.56,0.56,1.76,1.59,0.8,0.0,0.07,0.07,23.0,2019.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.84,11.14,22.53,1011.21,65.79,1.63,252.58,6.6,0.0,0.0,0.0,0.0,1.0
2019-06-07,247.0,55.0,3.0,10.0,43.0,1.03,0.93,1.09,1.54,1.51,1.75,1.0,0.0,0.93,0.6,0.56,0.56,1.61,1.59,0.8,0.0,0.07,0.07,23.0,2019.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.14,10.86,27.92,1013.54,68.21,2.0,170.75,2.83,0.0,0.0,0.0,0.0,1.0
2019-06-08,0.0,0.0,0.0,0.0,0.0,1.03,0.93,1.09,1.54,1.51,1.75,1.0,0.0,0.93,0.6,0.56,0.56,1.61,1.59,0.8,0.0,0.07,0.07,23.0,2019.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.6,8.08,21.98,1022.5,60.29,2.34,213.17,0.3,0.0,0.0,0.0,0.0,1.0
2019-06-09,0.0,0.0,0.0,0.0,0.0,1.03,0.93,1.09,1.54,1.51,1.75,1.0,0.0,0.93,0.6,0.56,0.56,1.61,1.59,0.8,0.0,0.07,0.07,23.0,2019.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.35,5.52,27.1,1021.88,59.04,1.32,122.17,0.77,0.0,0.0,0.0,0.0,1.0
2019-06-10,0.0,0.0,0.0,0.0,0.0,1.03,0.93,1.09,1.54,1.51,1.75,1.0,0.0,0.93,0.6,0.56,0.56,1.61,1.59,0.8,0.0,0.07,0.07,24.0,2019.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.45,14.19,27.92,1013.58,74.12,0.81,234.29,4.41,1.0,0.0,0.0,0.0,1.0
2019-06-11,278.0,48.0,1.0,21.0,61.0,1.03,1.0,1.05,1.4,1.59,2.1,1.0,0.0,0.93,0.64,0.56,0.56,1.7,1.59,0.8,0.0,0.07,0.07,24.0,2019.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.8,14.3,27.47,1009.88,73.29,1.09,254.71,2.12,0.0,0.0,0.0,0.0,1.0
2019-06-12,425.0,92.0,7.0,36.0,104.0,0.99,0.99,1.03,1.38,1.75,1.2,1.0,0.93,0.93,0.56,0.56,0.56,1.68,1.14,0.8,0.0,0.07,0.07,24.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.47,13.36,30.87,1009.75,76.17,2.21,214.75,10.11,0.0,0.0,0.0,0.0,1.0
2019-06-13,370.0,110.0,9.0,32.0,95.0,1.03,0.98,1.2,1.54,1.54,1.52,1.0,0.93,1.87,0.64,0.56,0.56,1.74,1.14,0.8,0.0,0.07,0.07,24.0,2019.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.49,11.98,25.7,1015.17,68.0,0.87,239.83,0.78,0.0,0.0,0.0,0.0,1.0
2019-06-14,278.0,67.0,1.0,15.0,33.0,1.02,1.06,0.93,1.52,1.4,1.52,1.0,0.93,1.87,0.64,0.56,0.56,1.74,1.14,0.8,0.0,0.07,0.07,24.0,2019.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.63,9.52,30.86,1015.75,60.17,2.34,97.17,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-15,0.0,0.0,0.0,0.0,0.0,1.02,1.06,0.93,1.52,1.4,1.52,1.0,0.93,1.87,0.64,0.56,0.56,1.74,1.14,0.8,0.0,0.07,0.07,24.0,2019.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.62,16.14,27.47,1013.04,61.25,2.13,241.5,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-16,0.0,0.0,0.0,0.0,0.0,1.02,1.06,0.93,1.52,1.4,1.52,1.0,0.93,1.87,0.64,0.56,0.56,1.74,1.14,0.8,0.0,0.07,0.07,24.0,2019.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.48,13.47,20.58,1020.71,80.25,0.8,257.17,6.28,0.0,0.0,0.0,0.0,1.0
2019-06-17,388.0,73.0,7.0,21.0,110.0,1.04,1.02,1.1,1.43,1.4,1.4,1.0,0.93,1.87,0.54,0.56,0.56,1.73,1.14,0.8,0.0,0.07,0.07,25.0,2019.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.9,12.5,26.81,1020.58,66.33,1.7,154.67,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-18,408.0,96.0,6.0,23.0,96.0,0.96,0.97,1.4,1.35,1.71,1.4,1.0,0.93,1.87,0.5,0.56,0.56,1.63,1.14,0.8,0.0,0.07,0.07,25.0,2019.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.14,11.52,29.5,1015.54,59.42,2.0,129.96,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-19,323.0,86.0,4.0,15.0,79.0,1.01,0.93,0.78,1.41,1.4,1.75,1.0,0.93,1.87,0.6,0.56,0.56,1.68,1.14,0.8,0.0,0.07,0.07,25.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.98,14.8,30.87,1010.75,57.92,1.66,168.08,0.36,0.0,0.0,0.0,0.0,1.0
2019-06-20,0.0,0.0,0.0,0.0,0.0,1.01,0.93,0.78,1.41,1.4,1.75,1.0,0.93,1.87,0.6,0.56,0.56,1.68,1.14,0.8,0.0,0.07,0.07,25.0,2019.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.49,14.52,26.98,1013.12,72.38,2.02,224.33,5.86,1.0,0.0,0.0,0.0,1.0
2019-06-21,328.0,89.0,10.0,18.0,52.0,1.01,1.14,0.93,1.52,1.53,1.4,1.0,0.93,1.87,0.64,0.56,0.56,1.63,1.59,0.8,0.0,0.07,0.07,25.0,2019.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.67,13.33,26.35,1017.71,69.29,1.59,236.79,0.22,0.0,0.0,0.0,0.0,1.0
2019-06-22,0.0,0.0,0.0,0.0,0.0,1.01,1.14,0.93,1.52,1.53,1.4,1.0,0.93,1.87,0.64,0.56,0.56,1.63,1.59,0.8,0.0,0.07,0.07,25.0,2019.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.7,12.83,24.03,1018.5,71.58,3.34,70.83,12.44,0.0,0.0,0.0,0.0,1.0
2019-06-23,0.0,0.0,0.0,0.0,0.0,1.01,1.14,0.93,1.52,1.53,1.4,1.0,0.93,1.87,0.64,0.56,0.56,1.63,1.59,0.8,0.0,0.07,0.07,25.0,2019.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.7,16.0,26.68,1019.25,63.5,2.74,99.92,1.04,0.0,0.0,0.0,0.0,1.0
2019-06-24,327.0,63.0,6.0,10.0,91.0,0.97,0.99,0.93,1.5,1.4,1.05,0.75,0.93,1.87,0.49,0.56,0.56,1.72,1.59,0.8,0.0,0.07,0.07,26.0,2019.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.5,13.5,30.52,1021.67,56.04,2.64,117.38,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-25,313.0,70.0,10.0,17.0,90.0,1.01,0.93,0.93,1.5,1.4,1.4,1.0,0.93,0.93,0.6,0.56,0.56,1.74,1.59,0.8,0.0,0.07,0.07,26.0,2019.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.41,13.47,34.58,1021.04,54.29,1.72,126.79,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-26,231.0,69.0,12.0,19.0,73.0,1.0,0.89,0.53,1.41,1.49,1.12,1.25,0.93,0.93,0.6,0.56,0.0,1.78,1.59,0.8,0.0,0.07,0.07,26.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.52,15.52,37.03,1022.04,53.0,1.74,189.33,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-27,274.0,75.0,4.0,20.0,82.0,1.05,0.97,1.09,1.37,1.49,1.4,1.5,0.93,0.93,0.63,0.56,0.0,1.8,1.59,0.8,0.0,0.07,0.07,26.0,2019.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.69,15.7,31.52,1023.08,48.42,2.81,191.12,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-28,312.0,65.0,9.0,12.0,63.0,1.01,0.85,1.08,1.47,1.53,1.4,1.0,0.93,0.93,0.6,0.28,0.0,1.83,1.59,0.8,0.0,0.07,0.07,26.0,2019.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.61,12.28,29.0,1023.29,52.33,2.26,129.12,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-29,0.0,0.0,0.0,0.0,0.0,1.01,0.85,1.08,1.47,1.53,1.4,1.0,0.93,0.93,0.6,0.28,0.0,1.83,1.59,0.8,0.0,0.07,0.07,26.0,2019.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.55,11.57,33.68,1020.42,46.42,2.21,100.5,0.0,0.0,0.0,0.0,0.0,1.0
2019-06-30,0.0,0.0,0.0,0.0,0.0,1.01,0.85,1.08,1.47,1.53,1.4,1.0,0.93,0.93,0.6,0.28,0.0,1.83,1.59,0.8,0.0,0.07,0.07,26.0,2019.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.91,15.01,35.9,1015.54,44.62,2.66,199.12,0.0,0.0,0.0,0.0,0.0,1.0
