,Target Coffee,Target Milk Coffee,Target Cocoa,Target Tee,Target Coffee Time,Student Price Coffee,Worker Price Coffee,Guest Price Coffee,Student Price Milk Coffee,Worker Price Milk Coffee,Guest Price Milk Coffee,Student Price Cocoa,Worker Price Milk Cocoa,Guest Price Milk Cocoa,Student Price Tee,Worker Price Tee,Guest Price Tee,Student Price Coffee Time,Worker Price Coffee Time,Guest Price Coffee Time,Student Tax,Worker Tax,Guest Tax,Week,Year,x0_Friday,x0_Monday,x0_Saturday,x0_Sunday,x0_Thursday,x0_Tuesday,x0_Wednesday,x0_April,x0_August,x0_December,x0_February,x0_January,x0_July,x0_June,x0_March,x0_May,x0_November,x0_October,x0_September
2020-03-26,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,13.0,2020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-03-27,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,13.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-03-28,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,13.0,2020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-03-29,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,13.0,2020.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-03-30,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,14.0,2020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-03-31,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,14.0,2020.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,14.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-02,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,14.0,2020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,14.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-04,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,14.0,2020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-05,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,14.0,2020.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,15.0,2020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,15.0,2020.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,15.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,15.0,2020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-10,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,15.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-11,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,15.0,2020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-12,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,15.0,2020.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,16.0,2020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,16.0,2020.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-15,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,16.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-16,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,16.0,2020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-17,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,16.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-18,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,16.0,2020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-19,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,16.0,2020.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,17.0,2020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-21,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,17.0,2020.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-22,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,17.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-23,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,17.0,2020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-24,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,17.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-25,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,17.0,2020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-26,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,17.0,2020.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-27,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,18.0,2020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-28,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,18.0,2020.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-29,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,18.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-30,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,18.0,2020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,18.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-02,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,18.0,2020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-03,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,18.0,2020.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-04,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,19.0,2020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-05,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,19.0,2020.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-06,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,19.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-07,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,19.0,2020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-08,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,19.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-09,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,19.0,2020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-10,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,19.0,2020.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-11,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,20.0,2020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-12,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,20.0,2020.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-13,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,20.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-14,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,20.0,2020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-15,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,20.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-16,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,20.0,2020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-17,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,20.0,2020.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-18,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,21.0,2020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-19,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,21.0,2020.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-20,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,21.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-21,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,21.0,2020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-22,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,21.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-23,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,21.0,2020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-24,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,21.0,2020.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-25,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,22.0,2020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-26,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,22.0,2020.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-27,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,22.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-28,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,22.0,2020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-29,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,22.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-30,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,22.0,2020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-05-31,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,22.0,2020.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,23.0,2020.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-06-02,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,23.0,2020.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-06-03,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,23.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-06-04,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,23.0,2020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-06-05,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,23.0,2020.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-06-06,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,23.0,2020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-06-07,0.0,0.0,0.0,0.0,0.0,1.32,1.03,1.03,1.5,1.4,1.4,1.1,1.03,1.03,0.6,0.56,0.28,1.8,1.68,1.12,0.0,0.07,0.07,23.0,2020.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
