,Target Coffee,Target Milk Coffee,Target Cocoa,Target Tee,Target Coffee Time,Student Price Coffee,Worker Price Coffee,Guest Price Coffee,Student Price Milk Coffee,Worker Price Milk Coffee,Guest Price Milk Coffee,Student Price Cocoa,Worker Price Milk Cocoa,Guest Price Milk Cocoa,Student Price Tee,Worker Price Tee,Guest Price Tee,Student Price Coffee Time,Worker Price Coffee Time,Guest Price Coffee Time,Student Tax,Worker Tax,Guest Tax,Week,Year,x0_Friday,x0_Monday,x0_Saturday,x0_Sunday,x0_Thursday,x0_Tuesday,x0_Wednesday,x0_April,x0_August,x0_December,x0_February,x0_January,x0_July,x0_June,x0_March,x0_May,x0_November,x0_October,x0_September
2017-01-09,419.0,93.0,26.0,101.0,105.0,0.94,0.84,0.84,1.36,1.31,2.62,0.86,0.84,0.84,0.61,0.62,0.56,1.67,0.75,1.56,0.0,0.07,0.07,2.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-10,446.0,83.0,31.0,83.0,110.0,0.91,0.87,0.94,1.42,1.5,2.62,0.74,0.84,0.84,0.57,0.56,0.56,1.58,1.5,1.56,0.0,0.07,0.07,2.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-11,451.0,111.0,25.0,121.0,99.0,0.92,1.01,1.12,1.4,1.31,2.62,0.77,0.84,0.84,0.63,0.65,0.56,1.55,1.5,1.56,0.0,0.07,0.07,2.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-12,411.0,97.0,29.0,92.0,126.0,0.94,0.91,0.84,1.42,1.44,1.31,0.9,0.42,1.26,0.6,0.67,0.56,1.59,1.5,1.56,0.0,0.07,0.07,2.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-13,289.0,73.0,24.0,87.0,45.0,0.92,0.84,0.84,1.4,1.31,1.31,0.94,0.84,1.26,0.61,0.56,0.56,1.64,1.5,1.56,0.0,0.07,0.07,2.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-14,0.0,0.0,0.0,0.0,0.0,0.92,0.84,0.84,1.4,1.31,1.31,0.94,0.84,1.26,0.61,0.56,0.56,1.64,1.5,1.56,0.0,0.07,0.07,2.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-15,0.0,0.0,0.0,0.0,0.0,0.92,0.84,0.84,1.4,1.31,1.31,0.94,0.84,1.26,0.61,0.56,0.56,1.64,1.5,1.56,0.0,0.07,0.07,2.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-16,474.0,106.0,26.0,98.0,121.0,0.93,0.87,0.84,1.38,1.31,1.31,0.82,2.52,1.26,0.59,0.25,0.56,1.55,1.5,1.56,0.0,0.07,0.07,3.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-17,473.0,81.0,27.0,120.0,136.0,0.92,0.94,0.84,1.42,1.41,1.31,0.64,2.52,1.26,0.59,0.25,0.56,1.58,1.5,1.56,0.0,0.07,0.07,3.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-18,440.0,87.0,31.0,108.0,123.0,0.88,1.08,0.84,1.46,1.31,1.31,0.9,2.52,1.26,0.58,0.25,0.56,1.7,1.5,1.56,0.0,0.07,0.07,3.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-19,461.0,82.0,37.0,97.0,113.0,0.87,0.82,1.26,1.36,1.2,2.62,0.79,0.84,1.26,0.61,0.56,0.56,1.54,1.87,1.56,0.0,0.07,0.07,3.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-20,307.0,61.0,24.0,62.0,68.0,0.94,0.88,0.96,1.37,1.31,1.83,0.9,0.84,1.26,0.61,0.56,0.56,1.62,1.87,1.56,0.0,0.07,0.07,3.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-21,0.0,0.0,0.0,0.0,0.0,0.94,0.88,0.96,1.37,1.31,1.83,0.9,0.84,1.26,0.61,0.56,0.56,1.62,1.87,1.56,0.0,0.07,0.07,3.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-22,0.0,0.0,0.0,0.0,0.0,0.94,0.88,0.96,1.37,1.31,1.83,0.9,0.84,1.26,0.61,0.56,0.56,1.62,1.87,1.56,0.0,0.07,0.07,3.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-23,457.0,115.0,32.0,121.0,167.0,0.93,0.71,0.84,1.28,1.31,1.53,0.9,0.84,0.84,0.59,0.4,0.56,1.57,1.5,1.5,0.0,0.07,0.07,4.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-24,550.0,91.0,38.0,127.0,136.0,0.93,0.9,0.84,1.24,1.42,1.31,0.79,0.84,0.84,0.54,0.56,0.56,1.53,2.0,1.5,0.0,0.07,0.07,4.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-25,491.0,84.0,37.0,107.0,135.0,0.92,0.9,0.84,1.44,1.31,1.31,0.82,0.84,0.84,0.6,0.56,0.56,1.61,1.5,1.5,0.0,0.07,0.07,4.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-26,465.0,71.0,31.0,100.0,186.0,0.88,0.9,0.84,1.34,1.31,1.31,0.84,0.84,0.84,0.59,0.56,0.56,1.57,1.5,1.5,0.0,0.07,0.07,4.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-27,432.0,100.0,29.0,64.0,112.0,0.92,0.8,0.94,1.42,1.31,0.94,0.73,0.84,0.84,0.62,0.56,0.56,1.68,0.75,1.5,0.0,0.07,0.07,4.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-28,0.0,0.0,0.0,0.0,0.0,0.92,0.8,0.94,1.42,1.31,0.94,0.73,0.84,0.84,0.62,0.56,0.56,1.68,0.75,1.5,0.0,0.07,0.07,4.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-29,0.0,0.0,0.0,0.0,0.0,0.92,0.8,0.94,1.42,1.31,0.94,0.73,0.84,0.84,0.62,0.56,0.56,1.68,0.75,1.5,0.0,0.07,0.07,4.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-30,443.0,93.0,27.0,93.0,162.0,0.89,0.94,0.84,1.4,1.61,1.31,0.72,0.84,0.84,0.63,0.56,0.56,1.55,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-31,494.0,96.0,36.0,118.0,177.0,0.92,0.8,0.98,1.4,1.31,2.62,0.88,0.84,0.84,0.57,0.56,0.56,1.58,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,513.0,107.0,22.0,110.0,136.0,0.92,0.88,0.84,1.44,1.62,2.62,0.82,0.84,0.84,0.59,0.37,0.56,1.65,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-02,441.0,113.0,25.0,100.0,136.0,0.93,0.9,0.69,1.34,1.31,1.31,0.72,0.84,0.84,0.61,0.37,0.56,1.72,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-03,441.0,83.0,17.0,91.0,97.0,0.92,0.87,0.84,1.38,1.31,1.31,0.9,0.84,0.84,0.62,0.56,0.56,1.67,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-04,0.0,0.0,0.0,0.0,0.0,0.92,0.87,0.84,1.38,1.31,1.31,0.9,0.84,0.84,0.62,0.56,0.56,1.67,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-05,0.0,0.0,0.0,0.0,0.0,0.92,0.87,0.84,1.38,1.31,1.31,0.9,0.84,0.84,0.62,0.56,0.56,1.67,1.5,1.5,0.0,0.07,0.07,5.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-06,426.0,88.0,32.0,89.0,178.0,0.92,0.93,0.99,1.35,1.07,1.31,0.79,0.84,0.84,0.64,0.56,0.56,1.62,1.5,1.5,0.0,0.07,0.07,6.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-07,496.0,98.0,34.0,125.0,209.0,0.91,0.8,0.84,1.31,2.12,1.31,0.72,0.84,0.84,0.65,0.56,0.56,1.58,1.5,1.5,0.0,0.07,0.07,6.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-08,477.0,87.0,38.0,109.0,173.0,0.9,0.96,0.84,1.38,1.57,1.31,0.81,0.84,0.84,0.61,0.56,0.56,1.65,1.75,1.5,0.0,0.07,0.07,6.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-09,497.0,103.0,25.0,96.0,157.0,0.92,1.08,0.9,1.4,1.31,1.31,0.79,0.84,0.84,0.6,0.56,0.56,1.61,0.0,1.5,0.0,0.07,0.07,6.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-10,380.0,78.0,36.0,86.0,120.0,0.93,0.92,0.84,1.38,1.44,1.31,0.93,0.5,0.84,0.59,0.56,0.56,1.66,2.49,1.5,0.0,0.07,0.07,6.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-11,0.0,0.0,0.0,0.0,0.0,0.93,0.92,0.84,1.38,1.44,1.31,0.93,0.5,0.84,0.59,0.56,0.56,1.66,2.49,1.5,0.0,0.07,0.07,6.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-12,0.0,0.0,0.0,0.0,0.0,0.93,0.92,0.84,1.38,1.44,1.31,0.93,0.5,0.84,0.59,0.56,0.56,1.66,2.49,1.5,0.0,0.07,0.07,6.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-13,425.0,68.0,26.0,74.0,155.0,0.91,0.87,0.84,1.4,1.42,1.53,0.64,0.84,0.84,0.54,0.67,0.56,1.58,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-14,436.0,81.0,30.0,73.0,146.0,0.92,0.98,0.9,1.38,1.31,1.53,0.9,0.84,0.84,0.61,0.67,0.56,1.61,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-15,440.0,86.0,20.0,81.0,138.0,0.93,0.86,0.94,1.36,1.31,1.31,0.73,0.84,0.84,0.61,0.56,0.56,1.61,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-16,360.0,75.0,22.0,71.0,131.0,0.92,0.84,0.84,1.32,1.31,1.31,0.64,0.84,0.84,0.6,0.56,0.56,1.61,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-17,335.0,70.0,21.0,70.0,94.0,0.92,0.98,1.03,1.38,1.31,1.31,0.82,0.84,0.84,0.61,0.56,0.56,1.55,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-18,0.0,0.0,0.0,0.0,0.0,0.92,0.98,1.03,1.38,1.31,1.31,0.82,0.84,0.84,0.61,0.56,0.56,1.55,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-19,0.0,0.0,0.0,0.0,0.0,0.92,0.98,1.03,1.38,1.31,1.31,0.82,0.84,0.84,0.61,0.56,0.56,1.55,1.5,1.5,0.0,0.07,0.07,7.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-20,404.0,70.0,26.0,64.0,142.0,0.92,0.91,0.84,1.38,1.44,1.31,0.82,0.84,0.84,0.54,0.78,0.56,1.66,1.5,1.5,0.0,0.07,0.07,8.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-21,399.0,66.0,17.0,67.0,147.0,0.9,0.95,0.84,1.48,1.43,1.31,0.79,0.84,0.84,0.57,0.37,0.56,1.65,2.5,1.5,0.0,0.07,0.07,8.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-22,372.0,85.0,13.0,71.0,139.0,0.9,0.89,0.92,1.33,1.42,1.31,0.66,0.84,0.84,0.59,0.34,0.56,1.59,1.5,1.5,0.0,0.07,0.07,8.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-23,328.0,57.0,21.0,70.0,112.0,0.91,0.88,0.88,1.33,1.31,1.64,0.98,0.84,1.26,0.57,0.56,0.56,1.59,1.5,2.24,0.0,0.07,0.07,8.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-24,293.0,51.0,11.0,46.0,109.0,0.92,0.77,0.98,1.14,1.31,1.75,0.5,0.84,1.26,0.65,0.56,0.56,1.58,1.5,2.24,0.0,0.07,0.07,8.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-25,0.0,0.0,0.0,0.0,0.0,0.92,0.77,0.98,1.14,1.31,1.75,0.5,0.84,1.26,0.65,0.56,0.56,1.58,1.5,2.24,0.0,0.07,0.07,8.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-26,0.0,0.0,0.0,0.0,0.0,0.92,0.77,0.98,1.14,1.31,1.75,0.5,0.84,1.26,0.65,0.56,0.56,1.58,1.5,2.24,0.0,0.07,0.07,8.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-27,364.0,66.0,15.0,43.0,78.0,0.94,0.95,0.84,1.45,1.31,1.57,0.84,0.84,1.26,0.57,0.28,0.56,1.72,1.5,2.24,0.0,0.07,0.07,9.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-28,309.0,54.0,9.0,42.0,0.0,0.94,1.13,0.98,1.43,1.31,1.31,0.74,0.84,1.26,0.63,0.28,0.56,1.72,1.5,2.24,0.0,0.07,0.07,9.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,336.0,67.0,18.0,37.0,77.0,0.95,1.17,0.96,1.42,1.31,1.31,0.9,0.84,0.84,0.62,0.84,0.56,1.62,1.5,2.24,0.0,0.07,0.07,9.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-02,315.0,62.0,15.0,64.0,139.0,0.96,0.93,0.84,1.45,1.53,1.31,0.9,0.84,0.84,0.62,0.56,0.56,1.62,2.99,2.24,0.0,0.07,0.07,9.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-03,307.0,49.0,15.0,38.0,74.0,0.94,0.88,1.08,1.44,1.31,1.31,0.9,0.84,0.84,0.64,0.56,0.56,1.62,1.5,2.24,0.0,0.07,0.07,9.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-04,0.0,0.0,0.0,0.0,0.0,0.94,0.88,1.08,1.44,1.31,1.31,0.9,0.84,0.84,0.64,0.56,0.56,1.62,1.5,2.24,0.0,0.07,0.07,9.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-05,0.0,0.0,0.0,0.0,0.0,0.94,0.88,1.08,1.44,1.31,1.31,0.9,0.84,0.84,0.64,0.56,0.56,1.62,1.5,2.24,0.0,0.07,0.07,9.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-06,293.0,69.0,13.0,36.0,99.0,0.94,0.96,0.98,1.31,1.47,1.31,0.66,0.84,0.84,0.62,0.56,0.56,1.67,1.5,1.5,0.0,0.07,0.07,10.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-07,279.0,46.0,14.0,52.0,95.0,0.92,1.18,0.84,1.33,1.64,1.31,0.76,0.84,0.84,0.56,0.19,0.56,1.62,1.5,1.5,0.0,0.07,0.07,10.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-08,296.0,49.0,13.0,42.0,75.0,0.92,0.97,0.95,1.44,1.53,1.31,0.75,1.26,0.84,0.62,0.56,0.56,1.62,1.5,1.5,0.0,0.07,0.07,10.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-09,285.0,66.0,10.0,51.0,81.0,0.91,0.84,0.93,1.4,1.31,1.44,0.9,1.26,0.84,0.57,0.56,0.56,1.64,1.5,1.5,0.0,0.07,0.07,10.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-10,229.0,64.0,12.0,28.0,36.0,0.89,0.92,1.03,1.31,1.4,1.31,0.64,0.84,0.84,0.56,0.56,0.56,1.82,1.5,1.5,0.0,0.07,0.07,10.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-11,0.0,0.0,0.0,0.0,0.0,0.89,0.92,1.03,1.31,1.4,1.31,0.64,0.84,0.84,0.56,0.56,0.56,1.82,1.5,1.5,0.0,0.07,0.07,10.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-12,0.0,0.0,0.0,0.0,0.0,0.89,0.92,1.03,1.31,1.4,1.31,0.64,0.84,0.84,0.56,0.56,0.56,1.82,1.5,1.5,0.0,0.07,0.07,10.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-13,295.0,61.0,12.0,44.0,58.0,0.93,0.9,0.98,1.43,1.31,1.75,0.76,0.0,0.84,0.6,0.56,0.56,1.66,1.5,1.5,0.0,0.07,0.07,11.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-14,268.0,63.0,14.0,39.0,65.0,0.91,0.93,0.84,1.47,1.39,1.31,0.77,0.84,0.84,0.6,0.56,0.56,1.74,1.5,1.5,0.0,0.07,0.07,11.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-15,263.0,59.0,20.0,42.0,58.0,0.92,0.88,0.7,1.37,1.39,1.31,1.02,0.84,0.84,0.63,0.56,0.56,1.54,1.5,1.5,0.0,0.07,0.07,11.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-16,283.0,45.0,7.0,44.0,58.0,0.91,0.96,0.75,1.44,1.31,1.05,0.9,0.84,0.84,0.6,0.84,0.56,1.7,1.5,1.5,0.0,0.07,0.07,11.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-17,241.0,47.0,10.0,41.0,43.0,0.92,0.92,0.76,1.33,1.31,1.31,0.75,0.84,0.84,0.6,0.84,0.56,1.6,1.5,1.5,0.0,0.07,0.07,11.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-18,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.76,1.33,1.31,1.31,0.75,0.84,0.84,0.6,0.84,0.56,1.6,1.5,1.5,0.0,0.07,0.07,11.0,2017.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-19,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.76,1.33,1.31,1.31,0.75,0.84,0.84,0.6,0.84,0.56,1.6,1.5,1.5,0.0,0.07,0.07,11.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-20,306.0,63.0,13.0,48.0,88.0,0.91,0.97,0.84,1.37,1.31,1.64,0.76,0.84,0.84,0.6,0.56,0.56,1.69,1.5,3.99,0.0,0.07,0.07,12.0,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-21,276.0,39.0,24.0,53.0,77.0,0.89,0.88,0.84,1.32,1.31,1.31,0.74,0.84,0.84,0.57,0.56,0.56,1.62,2.24,3.99,0.0,0.07,0.07,12.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-22,295.0,51.0,12.0,34.0,96.0,0.91,0.97,0.94,1.48,1.31,1.64,0.9,0.84,0.84,0.64,0.56,0.56,1.46,1.5,3.99,0.0,0.07,0.07,12.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017-03-23,278.0,52.0,17.0,58.0,100.0,0.92,1.09,0.9,1.3,1.44,1.31,0.9,0.84,0.84,0.64,0.56,0.56,1.65,1.5,3.99,0.0,0.07,0.07,12.0,2017.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
